1	4	3.874424
1	12	4.696830
1	16	3.234567
1	35	2.412556
1	37	2.867233
1	39	3.261104
1	51	3.469802
1	52	4.090802
1	68	3.652507
1	69	3.842590
1	70	3.907161
1	74	3.530398
1	80	2.881085
1	82	4.155770
1	84	2.626985
1	85	3.270452
1	90	3.083958
1	102	3.108968
1	113	4.278141
1	115	3.593580
1	122	2.642647
1	126	3.848402
1	129	4.122694
1	131	3.710815
1	136	4.206563
1	144	4.223509
1	154	4.029234
1	163	3.672373
1	167	3.105844
1	170	4.249026
1	176	4.334091
1	180	4.227918
1	184	3.769403
1	185	4.200148
1	190	4.310580
1	198	4.187067
1	200	3.913600
1	207	3.815418
1	218	3.459830
1	228	4.161478
1	235	3.120908
1	238	4.011194
1	239	3.920403
1	245	2.972819
1	246	4.297608
1	252	3.001344
1	257	3.726426
1	258	3.968629
1	263	2.293483
1	266	2.599069
1	267	3.419830
2	50	4.479354
2	242	4.029602
2	255	3.072629
2	280	3.156704
2	285	4.443892
2	286	4.029331
2	291	3.396372
2	293	3.784537
2	295	3.826787
2	300	3.985309
2	304	3.699148
2	305	3.714059
2	315	4.140797
2	316	4.163725
3	272	3.851705
3	317	3.616392
3	321	2.593258
3	325	2.310440
3	328	3.022058
3	335	2.378987
3	340	3.280035
3	346	3.245370
3	350	2.882581
3	353	2.026690
4	210	4.719211
4	258	4.192713
4	260	3.486506
4	288	4.182106
4	354	3.806582
4	357	4.904816
4	359	3.935137
5	24	3.459885
5	62	3.039804
5	63	2.510760
5	69	3.139442
5	99	3.224665
5	100	3.863589
5	109	3.250265
5	110	2.027403
5	121	3.022079
5	181	3.996446
5	183	3.713685
5	194	3.667715
5	209	3.500313
5	225	2.137628
5	231	2.472502
5	239	3.369858
5	259	2.503494
5	365	2.924181
5	366	2.837358
5	372	3.194160
5	383	1.662974
5	384	2.576886
5	387	2.754007
5	398	1.761132
5	400	2.428951
5	405	2.636946
5	410	2.648604
5	415	2.434916
5	418	3.180807
5	423	3.396633
5	429	3.688397
5	430	3.603268
5	444	2.582766
5	449	2.572112
6	14	3.896243
6	50	4.205335
6	69	3.600047
6	86	3.724790
6	124	4.073909
6	131	4.087104
6	136	4.208234
6	154	3.527297
6	166	3.904033
6	168	3.918843
6	169	4.381091
6	175	3.651273
6	186	3.308680
6	191	4.197863
6	194	4.066650
6	197	4.331078
6	261	2.144309
6	268	3.649833
6	274	2.946309
6	275	3.789639
6	284	3.070276
6	286	3.830525
6	304	3.328337
6	309	2.107018
6	461	3.466895
6	463	3.740253
6	464	3.567256
6	465	3.446467
6	468	3.228425
6	481	3.818591
6	482	4.106382
6	487	3.874596
6	489	4.029254
6	505	3.848705
6	507	3.817339
6	508	3.531399
6	518	3.911917
6	525	3.959364
6	526	4.003612
6	528	3.940713
6	539	2.265506
7	11	4.350177
7	12	4.918663
7	23	4.556842
7	29	3.011438
7	39	3.634198
7	52	4.379355
7	53	3.095419
7	71	3.911324
7	93	4.216648
7	98	4.645109
7	99	4.359825
7	125	3.630361
7	126	4.123190
7	132	4.602594
7	135	4.486784
7	142	3.336032
7	144	4.108687
7	152	3.880923
7	157	4.031556
7	162	3.769071
7	163	3.977229
7	175	4.086048
7	182	4.379746
7	185	4.509124
7	187	4.439022
7	193	4.364568
7	203	4.296624
7	205	4.544180
7	207	4.104252
7	210	4.270806
7	215	4.154428
7	223	4.666984
7	228	3.993090
7	229	3.630596
7	234	4.512211
7	268	4.502968
7	275	4.416856
7	300	3.729021
7	317	4.219383
7	386	3.406897
7	389	3.742712
7	429	4.476186
7	434	4.392357
7	444	3.394907
7	450	2.783228
7	452	2.909810
7	479	4.844864
7	487	4.503652
7	492	4.311601
7	495	4.004731
7	506	4.461904
7	507	4.134502
7	528	4.499735
7	543	4.325843
7	544	3.545480
7	549	3.835677
7	551	3.016156
7	552	3.103420
7	556	3.163963
7	562	3.481214
7	564	2.510336
7	572	3.123682
7	581	3.587838
7	587	3.921749
7	593	3.536445
7	611	4.433749
7	612	4.337951
7	617	3.951098
7	622	3.685387
7	624	3.546478
7	628	3.970273
7	636	3.669090
7	639	3.980619
7	643	3.158865
7	650	4.012842
7	652	4.170428
7	660	4.147442
7	666	2.686772
7	672	2.878509
7	678	3.073344
8	56	4.158185
8	187	4.277106
8	210	4.258631
8	273	3.865828
8	566	3.868446
8	568	3.827940
8	685	3.519429
8	687	2.437248
9	201	3.984938
9	487	4.256155
9	615	4.444279
10	1	4.212122
10	9	4.610025
10	13	4.024096
10	50	4.801269
10	60	4.465782
10	133	4.418640
10	137	4.772026
10	153	4.435782
10	155	3.186749
10	162	4.074030
10	164	4.066232
10	174	4.350764
10	182	4.614824
10	183	4.637042
10	216	4.124703
10	230	3.527548
10	238	4.653306
10	269	4.398982
10	302	4.804552
10	333	3.777722
10	371	3.749125
10	404	4.259317
10	420	4.010706
10	462	4.323452
10	463	4.318232
10	480	4.810920
10	495	4.035224
10	505	4.532422
10	521	4.377360
10	527	4.642859
10	529	4.301517
10	531	4.322404
10	582	3.995826
10	589	4.515020
10	603	4.796038
10	655	4.358623
10	663	4.324770
10	686	4.058008
10	697	3.834054
10	705	4.506157
10	707	4.223707
11	8	4.120539
11	15	3.599508
11	24	3.507537
11	39	3.331357
11	57	4.055465
11	58	3.653523
11	88	3.715476
11	123	3.046293
11	180	3.981577
11	190	4.218236
11	196	4.219454
11	204	4.041253
11	208	4.164685
11	228	3.920722
11	268	4.121541
11	300	3.496663
11	312	3.074853
11	332	3.513497
11	367	3.462002
11	370	2.638283
11	395	2.563696
11	425	3.691322
11	427	4.359860
11	428	3.987877
11	430	3.863695
11	431	3.766013
11	451	3.491207
11	597	2.739593
11	603	4.163339
11	692	3.636268
11	715	3.228683
11	721	3.474545
11	729	3.424356
11	733	3.469526
11	740	3.137693
11	742	3.460111
11	744	3.159481
11	745	3.784062
11	746	3.925125
11	748	3.109515
11	749	2.950947
12	71	4.327434
12	132	4.536576
12	157	4.219731
12	161	4.105758
12	168	4.303598
12	174	4.902534
12	195	4.267644
12	216	4.554005
12	238	4.261551
12	282	4.141245
12	392	3.991654
12	416	4.030159
12	591	4.416115
12	708	3.791126
12	754	3.715523
13	7	3.664895
13	12	4.088369
13	14	3.621925
13	39	3.024920
13	58	3.499668
13	82	3.403198
13	128	3.415646
13	150	3.697150
13	158	2.375476
13	161	3.139479
13	166	3.694114
13	168	3.953529
13	170	3.840152
13	181	3.679836
13	186	3.483723
13	191	4.247653
13	195	3.767447
13	198	3.700113
13	200	3.672379
13	205	3.679739
13	225	2.224274
13	228	3.404671
13	233	3.031444
13	239	3.341750
13	273	3.013205
13	274	3.036217
13	285	4.147535
13	305	3.391971
13	312	2.723321
13	317	3.577269
13	331	3.289763
13	345	3.206653
13	349	2.708582
13	353	1.877361
13	367	3.252650
13	379	2.731569
13	384	2.542982
13	403	3.041855
13	405	2.794013
13	406	2.215784
13	413	2.324917
13	423	3.642442
13	424	1.193955
13	430	3.708522
13	433	3.157042
13	437	1.382975
13	438	1.296095
13	439	1.382975
13	457	1.357816
13	463	3.583578
13	481	3.631753
13	485	3.577729
13	501	3.421977
13	509	3.497122
13	510	3.750275
13	526	3.881812
13	527	3.846619
13	530	3.738586
13	549	3.270256
13	553	2.663067
13	558	3.288430
13	559	2.795688
13	572	2.431307
13	573	2.613211
13	586	2.329360
13	589	3.744208
13	590	1.982289
13	604	3.486245
13	614	3.476908
13	615	3.732657
13	635	2.477995
13	650	3.350039
13	663	3.697156
13	690	3.009006
13	709	3.684464
13	735	3.473904
13	746	3.521997
13	751	3.154155
13	757	2.588835
13	759	2.276704
13	777	1.731992
13	782	2.849492
13	783	2.329498
13	785	2.851492
13	792	3.750810
13	797	2.797995
13	806	3.169675
13	809	2.839707
13	813	3.675997
13	821	2.464358
13	829	2.211882
13	845	2.941601
13	850	3.423032
13	857	5.000000
13	858	1.794926
13	865	3.157473
13	867	3.886207
13	868	3.342283
13	871	1.999022
13	881	2.322096
13	888	3.005349
13	894	1.369055
13	897	1.240142
13	899	3.172715
13	912	3.002049
13	914	2.567512
13	915	3.599318
13	916	2.509619
13	917	2.780494
14	7	4.272335
14	14	3.974574
14	42	4.079142
14	50	4.626170
14	210	3.757204
14	211	4.445837
14	269	4.165258
14	302	4.563278
14	408	4.742611
14	427	4.587694
14	428	4.344541
14	473	3.674484
14	524	4.239839
14	628	3.681024
14	654	4.510750
14	750	4.201155
14	813	4.192825
14	820	2.824149
14	923	4.418584
15	13	2.936006
15	15	3.570228
15	137	3.207861
15	148	3.053351
15	181	3.616762
15	237	3.444153
15	248	3.374501
15	258	3.553684
15	274	3.283997
15	278	2.984890
15	283	3.087083
15	286	3.671465
15	289	2.787144
15	307	2.925940
15	323	2.789276
15	331	2.802819
15	409	2.628595
15	411	2.370686
15	476	3.063489
15	591	3.476313
15	696	2.883879
15	823	2.560109
15	866	3.129306
15	927	3.209610
15	928	2.873984
15	931	1.652434
16	9	4.646394
16	22	4.957413
16	33	4.065032
16	79	4.766508
16	99	4.387333
16	127	5.000000
16	135	4.688603
16	172	4.674981
16	174	4.999259
16	199	4.877503
16	202	4.403883
16	208	4.467669
16	216	4.436225
16	282	4.069250
16	318	5.000000
16	367	4.134984
16	385	4.031423
16	404	4.513652
16	410	3.806191
16	479	4.811102
16	482	4.703870
16	496	4.822530
16	629	3.696608
16	642	3.857135
16	655	4.505244
16	657	4.874241
16	692	4.282538
16	812	3.675468
16	945	4.461471
16	946	3.598790
17	117	3.119556
17	151	3.347704
17	221	3.403922
17	243	1.742233
17	294	2.581050
18	1	4.005423
18	9	4.409877
18	45	4.129521
18	88	3.582877
18	100	4.408222
18	127	4.761042
18	143	3.513897
18	153	3.894079
18	154	3.863154
18	165	4.124712
18	170	4.360577
18	172	4.209655
18	175	3.936831
18	187	4.227006
18	191	4.511274
18	198	3.972724
18	210	3.793691
18	211	4.306943
18	212	3.633832
18	213	4.011639
18	216	3.942622
18	242	4.204799
18	287	3.480292
18	404	4.002606
18	425	4.096338
18	463	3.950894
18	479	4.431364
